date,home,away,goals_home,goals_away,season
"Sat Jan 20, 2018",Marítimo,Belenenses SAD,0,0,2017
"Sat Jan 20, 2018",Benfica,Chaves,3,0,2017
"Sat Jan 20, 2018",Portimonense,Braga,1,2,2017
"Sun Jan 21, 2018",Feirense,Moreirense ,1,0,2017
"Sun Jan 21, 2018",Desportivo Aves,Paços Ferreira,0,2,2017
"Sun Jan 21, 2018",Rio Ave FC,Boavista,2,0,2017
"Sun Jan 21, 2018",Vit. Guimarães,Estoril,3,1,2017
"Mon Jan 29, 2018",Portimonense,Rio Ave FC,4,1,2017
"Mon Jan 29, 2018",Paços Ferreira,Feirense,2,1,2017
"Mon Jan 29, 2018",Belenenses SAD,Benfica,1,1,2017
"Tue Jan 30, 2018",Estoril,Tondela,3,0,2017
"Tue Jan 30, 2018",Braga,Desportivo Aves,2,0,2017
"Tue Jan 30, 2018",Moreirense,FC Porto,0,0,2017
"Wed Jan 31, 2018",Chaves,Vitória Setúbal,2,2,2017
"Wed Jan 31, 2018",Boavista,Marítimo,2,1,2017
"Wed Jan 31, 2018",Sporting CP,Vit. Guimarães,1,0,2017
"Sat Feb 3, 2018",Benfica,Rio Ave FC,5,1,2017
"Sat Feb 3, 2018",FC Porto,Braga,3,1,2017
"Sun Feb 4, 2018",Tondela,Moreirense ,1,2,2017
"Sun Feb 4, 2018",Feirense,Chaves,1,2,2017
"Sun Feb 4, 2018",Estoril,Sporting CP,2,0,2017
"Sun Feb 4, 2018",Vit. Guimarães,Paços Ferreira,3,2,2017
"Mon Feb 5, 2018",Marítimo,Portimonense,0,3,2017
"Mon Feb 5, 2018",Vitória Setúbal,Belenenses SAD,3,0,2017
"Tue Feb 6, 2018",Desportivo Aves,Boavista,3,0,2017
"Fri Feb 9, 2018",Paços Ferreira,Tondela,0,2,2017
"Sat Feb 10, 2018",Rio Ave FC,Marítimo,3,0,2017
"Sat Feb 10, 2018",Braga,Vitória Setúbal,3,1,2017
"Sat Feb 10, 2018",Portimonense,Benfica,1,3,2017
"Sun Feb 11, 2018",Chaves,FC Porto,0,4,2017
"Sun Feb 11, 2018",Belenenses SAD,Desportivo Aves,2,5,2017
"Sun Feb 11, 2018",Sporting CP,Feirense,2,0,2017
"Sun Feb 11, 2018",Boavista,Vit. Guimarães,1,0,2017
"Mon Feb 12, 2018",Moreirense,Estoril,1,2,2017
"Fri Feb 16, 2018",Feirense,Portimonense,1,3,2017
"Sat Feb 17, 2018",Desportivo Aves,Marítimo,0,0,2017
"Sat Feb 17, 2018",Benfica,Boavista,4,0,2017
"Sat Feb 17, 2018",Estoril,Belenenses SAD,0,2,2017
"Sun Feb 18, 2018",Vitória Setúbal,Paços Ferreira,1,0,2017
"Sun Feb 18, 2018",Moreirense,Chaves,0,1,2017
"Sun Feb 18, 2018",FC Porto,Rio Ave FC,5,0,2017
"Sun Feb 18, 2018",Vit. Guimarães,Braga,0,5,2017
"Mon Feb 19, 2018",Tondela,Sporting CP,1,2,2017
"Fri Feb 23, 2018",Rio Ave FC,Desportivo Aves,0,0,2017
"Sat Feb 24, 2018",Belenenses SAD,Feirense,1,0,2017
"Sat Feb 24, 2018",Marítimo,Vit. Guimarães,3,2,2017
"Sat Feb 24, 2018",Paços Ferreira,Benfica,1,3,2017
"Sun Feb 25, 2018",Chaves,Estoril,2,0,2017
"Sun Feb 25, 2018",Boavista,Vitória Setúbal,4,0,2017
"Sun Feb 25, 2018",Portimonense,FC Porto,1,5,2017
"Mon Feb 26, 2018",Braga,Tondela,1,0,2017
"Mon Feb 26, 2018",Sporting CP,Moreirense ,1,0,2017
"Fri Mar 2, 2018",FC Porto,Sporting CP,2,1,2017
"Sat Mar 3, 2018",Feirense,Boavista,3,0,2017
"Sat Mar 3, 2018",Benfica,Marítimo,5,0,2017
"Sat Mar 3, 2018",Estoril,Braga,0,6,2017
"Sun Mar 4, 2018",Tondela,Chaves,2,0,2017
"Sun Mar 4, 2018",Moreirense,Paços Ferreira,2,0,2017
"Sun Mar 4, 2018",Vitória Setúbal,Rio Ave FC,1,0,2017
"Sun Mar 4, 2018",Vit. Guimarães,Belenenses SAD,0,0,2017
"Mon Mar 5, 2018",Desportivo Aves,Portimonense,3,0,2017
"Fri Mar 9, 2018",Braga,Moreirense ,3,0,2017
"Sat Mar 10, 2018",Rio Ave FC,Feirense,2,1,2017
"Sat Mar 10, 2018",Benfica,Desportivo Aves,2,0,2017
"Sat Mar 10, 2018",Boavista,Estoril,1,0,2017
"Sun Mar 11, 2018",Portimonense,Vit. Guimarães,2,1,2017
"Sun Mar 11, 2018",Marítimo,Vitória Setúbal,4,2,2017
"Sun Mar 11, 2018",Belenenses SAD,Tondela,0,0,2017
"Sun Mar 11, 2018",Paços Ferreira,FC Porto,1,0,2017
"Mon Mar 12, 2018",Chaves,Sporting CP,1,2,2017
"Fri Mar 16, 2018",Vitória Setúbal,Portimonense,1,1,2017
"Sat Mar 17, 2018",Estoril,Paços Ferreira,1,1,2017
"Sat Mar 17, 2018",Tondela,Marítimo,1,2,2017
"Sat Mar 17, 2018",Feirense,Benfica,0,2,2017
"Sat Mar 17, 2018",FC Porto,Boavista,2,0,2017
"Sun Mar 18, 2018",Moreirense,Belenenses SAD,2,1,2017
"Sun Mar 18, 2018",Vit. Guimarães,Desportivo Aves,2,1,2017
"Sun Mar 18, 2018",Chaves,Braga,1,4,2017
"Sun Mar 18, 2018",Sporting CP,Rio Ave FC,2,0,2017
"Thu Mar 29, 2018",Desportivo Aves,Vitória Setúbal,1,4,2017
"Fri Mar 30, 2018",Marítimo,Feirense,4,1,2017
"Fri Mar 30, 2018",Rio Ave FC,Estoril,2,0,2017
"Fri Mar 30, 2018",Boavista,Tondela,1,1,2017
"Sat Mar 31, 2018",Portimonense,Moreirense ,4,3,2017
"Sat Mar 31, 2018",Paços Ferreira,Chaves,2,0,2017
"Sat Mar 31, 2018",Benfica,Vit. Guimarães,2,0,2017
"Sat Mar 31, 2018",Braga,Sporting CP,1,0,2017
"Mon Apr 2, 2018",Belenenses SAD,FC Porto,2,0,2017
"Fri Apr 6, 2018",Vit. Guimarães,Rio Ave FC,3,0,2017
"Sat Apr 7, 2018",Estoril,Marítimo,1,1,2017
"Sat Apr 7, 2018",Tondela,Portimonense,2,2,2017
"Sat Apr 7, 2018",Feirense,Braga,2,2,2017
"Sat Apr 7, 2018",Vitória Setúbal,Benfica,1,2,2017
"Sun Apr 8, 2018",Chaves,Belenenses SAD,1,1,2017
"Sun Apr 8, 2018",FC Porto,Desportivo Aves,2,0,2017
"Sun Apr 8, 2018",Sporting CP,Paços Ferreira,2,0,2017
"Mon Apr 9, 2018",Moreirense,Boavista,1,0,2017
"Fri Apr 13, 2018",Paços Ferreira,Braga,1,5,2017
"Sat Apr 14, 2018",Desportivo Aves,Feirense,1,0,2017
"Sat Apr 14, 2018",Portimonense,Estoril,0,1,2017
"Sat Apr 14, 2018",Boavista,Chaves,3,3,2017
"Sat Apr 14, 2018",Vit. Guimarães,Vitória Setúbal,1,1,2017
"Sun Apr 15, 2018",Marítimo,Moreirense ,1,1,2017
"Sun Apr 15, 2018",Benfica,FC Porto,0,1,2017
"Sun Apr 15, 2018",Belenenses SAD,Sporting CP,3,4,2017
"Mon Apr 16, 2018",Rio Ave FC,Tondela,1,1,2017
"Fri Apr 20, 2018",Braga,Marítimo,2,0,2017
"Sat Apr 21, 2018",Paços Ferreira,Belenenses SAD,1,1,2017
"Sat Apr 21, 2018",Feirense,Vit. Guimarães,2,1,2017
"Sat Apr 21, 2018",Estoril,Benfica,1,2,2017
"Sun Apr 22, 2018",Tondela,Desportivo Aves,3,0,2017
"Sun Apr 22, 2018",Chaves,Portimonense,2,1,2017
"Sun Apr 22, 2018",Moreirense,Rio Ave FC,2,1,2017
"Sun Apr 22, 2018",Sporting CP,Boavista,1,0,2017
"Mon Apr 23, 2018",FC Porto,Vitória Setúbal,5,1,2017
"Fri Apr 27, 2018",Vit. Guimarães,Moreirense ,1,0,2017
"Sat Apr 28, 2018",Vitória Setúbal,Feirense,0,2,2017
"Sat Apr 28, 2018",Benfica,Tondela,2,3,2017
"Sat Apr 28, 2018",Portimonense,Sporting CP,1,2,2017
"Sun Apr 29, 2018",Boavista,Paços Ferreira,1,0,2017
"Sun Apr 29, 2018",Rio Ave FC,Chaves,2,1,2017
"Sun Apr 29, 2018",Marítimo,FC Porto,0,1,2017
"Sun Apr 29, 2018",Belenenses SAD,Braga,0,1,2017
"Mon Apr 30, 2018",Desportivo Aves,Estoril,1,0,2017
"Fri May 4, 2018",Braga,Boavista,1,1,2017
"Sat May 5, 2018",Belenenses SAD,Portimonense,3,2,2017
"Sat May 5, 2018",Tondela,Vit. Guimarães,1,4,2017
"Sat May 5, 2018",Sporting CP,Benfica,0,0,2017
"Sun May 6, 2018",Moreirense,Desportivo Aves,0,3,2017
"Sun May 6, 2018",Estoril,Vitória Setúbal,2,1,2017
"Sun May 6, 2018",Chaves,Marítimo,4,1,2017
"Sun May 6, 2018",FC Porto,Feirense,2,1,2017
"Mon May 7, 2018",Paços Ferreira,Rio Ave FC,0,0,2017
"Fri May 11, 2018",Desportivo Aves,Chaves,2,3,2017
"Sat May 12, 2018",Vit. Guimarães,FC Porto,0,1,2017
"Sat May 12, 2018",Boavista,Belenenses SAD,1,0,2017
"Sun May 13, 2018",Vitória Setúbal,Tondela,1,0,2017
"Sun May 13, 2018",Marítimo,Sporting CP,2,1,2017
"Sun May 13, 2018",Benfica,Moreirense ,1,0,2017
"Sun May 13, 2018",Portimonense,Paços Ferreira,3,1,2017
"Sun May 13, 2018",Feirense,Estoril,0,0,2017
"Sun May 13, 2018",Rio Ave FC,Braga,1,0,2017
"Fri Aug 10, 2018",Benfica,Vit. Guimarães,3,2,2018
"Sat Aug 11, 2018",Vitória Setúbal,Desportivo Aves,2,0,2018
"Sat Aug 11, 2018",Tondela,Belenenses SAD,0,1,2018
"Sat Aug 11, 2018",FC Porto,Chaves,5,0,2018
"Sun Aug 12, 2018",Feirense,Rio Ave FC,2,0,2018
"Sun Aug 12, 2018",Marítimo,Santa Clara,1,0,2018
"Sun Aug 12, 2018",Moreirense,Sporting CP,1,3,2018
"Sun Aug 12, 2018",Braga,Nacional,4,2,2018
"Mon Aug 13, 2018",Portimonense,Boavista,0,2,2018
"Fri Aug 17, 2018",Desportivo Aves,Tondela,2,2,2018
"Sat Aug 18, 2018",Chaves,Portimonense,2,0,2018
"Sat Aug 18, 2018",Boavista,Benfica,0,2,2018
"Sat Aug 18, 2018",Sporting CP,Vitória Setúbal,2,1,2018
"Sun Aug 19, 2018",Nacional,Moreirense ,1,2,2018
"Sun Aug 19, 2018",Rio Ave FC,Marítimo,3,1,2018
"Sun Aug 19, 2018",Belenenses SAD,FC Porto,2,3,2018
"Sun Aug 19, 2018",Santa Clara,Braga,3,3,2018
"Mon Aug 20, 2018",Vit. Guimarães,Feirense,0,1,2018
"Fri Aug 24, 2018",Marítimo,Chaves,2,1,2018
"Sat Aug 25, 2018",Portimonense,Santa Clara,2,2,2018
"Sat Aug 25, 2018",Benfica,Sporting CP,1,1,2018
"Sat Aug 25, 2018",FC Porto,Vit. Guimarães,2,3,2018
"Sun Aug 26, 2018",Feirense,Boavista,1,1,2018
"Sun Aug 26, 2018",Vitória Setúbal,Nacional,1,2,2018
"Sun Aug 26, 2018",Tondela,Rio Ave FC,1,1,2018
"Sun Aug 26, 2018",Braga,Desportivo Aves,3,1,2018
"Mon Aug 27, 2018",Moreirense,Belenenses SAD,1,1,2018
"Fri Aug 31, 2018",Chaves,Braga,0,1,2018
"Fri Aug 31, 2018",Vit. Guimarães,Tondela,1,0,2018
"Sat Sep 1, 2018",Belenenses SAD,Vitória Setúbal,0,0,2018
"Sat Sep 1, 2018",Santa Clara,Boavista,4,2,2018
"Sat Sep 1, 2018",Sporting CP,Feirense,1,0,2018
"Sun Sep 2, 2018",Desportivo Aves,Marítimo,0,1,2018
"Sun Sep 2, 2018",Rio Ave FC,Portimonense,2,1,2018
"Sun Sep 2, 2018",Nacional,Benfica,0,4,2018
"Sun Sep 2, 2018",FC Porto,Moreirense ,3,0,2018
"Fri Sep 21, 2018",Boavista,Chaves,1,2,2018
"Sat Sep 22, 2018",Santa Clara,Rio Ave FC,1,3,2018
"Sat Sep 22, 2018",Marítimo,Belenenses SAD,0,0,2018
"Sat Sep 22, 2018",Vitória Setúbal,FC Porto,0,2,2018
"Sun Sep 23, 2018",Feirense,Nacional,0,0,2018
"Sun Sep 23, 2018",Tondela,Moreirense ,2,0,2018
"Sun Sep 23, 2018",Benfica,Desportivo Aves,2,0,2018
"Sun Sep 23, 2018",Portimonense,Vit. Guimarães,3,2,2018
"Mon Sep 24, 2018",Braga,Sporting CP,1,0,2018
"Thu Sep 27, 2018",Chaves,Benfica,2,2,2018
"Fri Sep 28, 2018",FC Porto,Tondela,1,0,2018
"Sat Sep 29, 2018",Moreirense,Feirense,1,0,2018
"Sat Sep 29, 2018",Rio Ave FC,Boavista,2,1,2018
"Sat Sep 29, 2018",Sporting CP,Marítimo,2,0,2018
"Sun Sep 30, 2018",Nacional,Santa Clara,0,3,2018
"Sun Sep 30, 2018",Vit. Guimarães,Vitória Setúbal,1,1,2018
"Sun Sep 30, 2018",Belenenses SAD,Braga,0,3,2018
"Mon Oct 1, 2018",Desportivo Aves,Portimonense,3,0,2018
"Fri Oct 5, 2018",Tondela,Nacional,1,1,2018
"Fri Oct 5, 2018",Santa Clara,Chaves,1,0,2018
"Fri Oct 5, 2018",Feirense,Belenenses SAD,0,0,2018
"Sat Oct 6, 2018",Vitória Setúbal,Moreirense ,3,0,2018
"Sat Oct 6, 2018",Marítimo,Vit. Guimarães,1,3,2018
"Sat Oct 6, 2018",Braga,Rio Ave FC,1,1,2018
"Sun Oct 7, 2018",Boavista,Desportivo Aves,1,0,2018
"Sun Oct 7, 2018",Benfica,FC Porto,1,0,2018
"Sun Oct 7, 2018",Portimonense,Sporting CP,4,2,2018
"Fri Oct 26, 2018",Nacional,Portimonense,0,1,2018
"Fri Oct 26, 2018",Vit. Guimarães,Braga,1,1,2018
"Sat Oct 27, 2018",Desportivo Aves,Santa Clara,1,2,2018
"Sat Oct 27, 2018",Rio Ave FC,Chaves,1,0,2018
"Sat Oct 27, 2018",Belenenses SAD,Benfica,2,0,2018
"Sun Oct 28, 2018",Tondela,Vitória Setúbal,1,2,2018
"Sun Oct 28, 2018",Moreirense,Marítimo,1,0,2018
"Sun Oct 28, 2018",FC Porto,Feirense,2,0,2018
"Sun Oct 28, 2018",Sporting CP,Boavista,3,0,2018
"Fri Nov 2, 2018",Benfica,Moreirense ,1,3,2018
"Sat Nov 3, 2018",Portimonense,Belenenses SAD,1,1,2018
"Sat Nov 3, 2018",Marítimo,FC Porto,0,2,2018
"Sat Nov 3, 2018",Boavista,Vit. Guimarães,0,0,2018
"Sun Nov 4, 2018",Feirense,Tondela,2,4,2018
"Sun Nov 4, 2018",Santa Clara,Sporting CP,1,2,2018
"Sun Nov 4, 2018",Braga,Vitória Setúbal,2,1,2018
"Mon Nov 5, 2018",Rio Ave FC,Nacional,3,3,2018
"Mon Nov 5, 2018",Chaves,Desportivo Aves,1,2,2018
"Fri Nov 9, 2018",Moreirense,Portimonense,2,0,2018
"Fri Nov 9, 2018",Vitória Setúbal,Feirense,2,1,2018
"Sat Nov 10, 2018",Desportivo Aves,Rio Ave FC,2,1,2018
"Sat Nov 10, 2018",Belenenses SAD,Boavista,0,0,2018
"Sat Nov 10, 2018",Nacional,Marítimo,1,0,2018
"Sat Nov 10, 2018",FC Porto,Braga,1,0,2018
"Sun Nov 11, 2018",Vit. Guimarães,Santa Clara,2,0,2018
"Sun Nov 11, 2018",Tondela,Benfica,1,3,2018
"Sun Nov 11, 2018",Sporting CP,Chaves,2,1,2018
"Fri Nov 30, 2018",Santa Clara,Belenenses SAD,2,3,2018
"Sat Dec 1, 2018",Marítimo,Vitória Setúbal,0,1,2018
"Sat Dec 1, 2018",Benfica,Feirense,4,0,2018
"Sat Dec 1, 2018",Braga,Moreirense ,2,0,2018
"Sun Dec 2, 2018",Portimonense,Tondela,3,2,2018
"Sun Dec 2, 2018",Desportivo Aves,Nacional,2,3,2018
"Sun Dec 2, 2018",Chaves,Vit. Guimarães,0,1,2018
"Sun Dec 2, 2018",Boavista,FC Porto,0,1,2018
"Mon Dec 3, 2018",Rio Ave FC,Sporting CP,1,3,2018
"Fri Dec 7, 2018",FC Porto,Portimonense,4,1,2018
"Sat Dec 8, 2018",Belenenses SAD,Chaves,1,0,2018
"Sat Dec 8, 2018",Tondela,Braga,0,1,2018
"Sat Dec 8, 2018",Vitória Setúbal,Benfica,0,1,2018
"Sun Dec 9, 2018",Moreirense,Santa Clara,0,1,2018
"Sun Dec 9, 2018",Nacional,Boavista,0,0,2018
"Sun Dec 9, 2018",Vit. Guimarães,Rio Ave FC,3,2,2018
"Sun Dec 9, 2018",Sporting CP,Desportivo Aves,4,1,2018
"Mon Dec 10, 2018",Feirense,Marítimo,1,1,2018
"Fri Dec 14, 2018",Portimonense,Vitória Setúbal,3,1,2018
"Fri Dec 14, 2018",Braga,Feirense,4,0,2018
"Sat Dec 15, 2018",Boavista,Tondela,2,0,2018
"Sat Dec 15, 2018",Chaves,Moreirense ,1,2,2018
"Sat Dec 15, 2018",Desportivo Aves,Vit. Guimarães,1,1,2018
"Sat Dec 15, 2018",Santa Clara,FC Porto,1,2,2018
"Sun Dec 16, 2018",Rio Ave FC,Belenenses SAD,2,2,2018
"Sun Dec 16, 2018",Marítimo,Benfica,0,1,2018
"Sun Dec 16, 2018",Sporting CP,Nacional,5,2,2018
"Sat Dec 22, 2018",Feirense,Portimonense,0,1,2018
"Sat Dec 22, 2018",Tondela,Marítimo,2,1,2018
"Sat Dec 22, 2018",Vitória Setúbal,Santa Clara,0,2,2018
"Sat Dec 22, 2018",Belenenses SAD,Desportivo Aves,5,2,2018
"Sat Dec 22, 2018",Moreirense,Boavista,2,1,2018
"Sun Dec 23, 2018",FC Porto,Rio Ave FC,2,1,2018
"Sun Dec 23, 2018",Nacional,Chaves,2,0,2018
"Sun Dec 23, 2018",Benfica,Braga,6,2,2018
"Sun Dec 23, 2018",Vit. Guimarães,Sporting CP,1,0,2018
"Wed Jan 2, 2019",Santa Clara,Tondela,1,2,2018
"Wed Jan 2, 2019",Braga,Marítimo,2,0,2018
"Wed Jan 2, 2019",Boavista,Vitória Setúbal,1,0,2018
"Wed Jan 2, 2019",Nacional,Vit. Guimarães,1,0,2018
"Wed Jan 2, 2019",Rio Ave FC,Moreirense ,1,2,2018
"Wed Jan 2, 2019",Portimonense,Benfica,2,0,2018
"Thu Jan 3, 2019",Chaves,Feirense,0,0,2018
"Thu Jan 3, 2019",Sporting CP,Belenenses SAD,2,1,2018
"Thu Jan 3, 2019",Desportivo Aves,FC Porto,0,1,2018
"Sat Jan 5, 2019",Marítimo,Portimonense,2,1,2018
"Sun Jan 6, 2019",Belenenses SAD,Vit. Guimarães,1,0,2018
"Sun Jan 6, 2019",Feirense,Santa Clara,2,2,2018
"Sun Jan 6, 2019",Vitória Setúbal,Chaves,0,0,2018
"Sun Jan 6, 2019",Benfica,Rio Ave FC,4,2,2018
"Sun Jan 6, 2019",Braga,Boavista,1,0,2018
"Mon Jan 7, 2019",Moreirense,Desportivo Aves,1,0,2018
"Mon Jan 7, 2019",Tondela,Sporting CP,2,1,2018
"Mon Jan 7, 2019",FC Porto,Nacional,3,1,2018
"Thu Jan 10, 2019",Portimonense,Braga,1,1,2018
"Fri Jan 11, 2019",Desportivo Aves,Feirense,1,1,2018
"Fri Jan 11, 2019",Santa Clara,Benfica,0,2,2018
"Fri Jan 11, 2019",Vit. Guimarães,Moreirense ,1,0,2018
"Sat Jan 12, 2019",Sporting CP,FC Porto,0,0,2018
"Sat Jan 12, 2019",Boavista,Marítimo,0,1,2018
"Sun Jan 13, 2019",Nacional,Belenenses SAD,0,1,2018
"Sun Jan 13, 2019",Chaves,Tondela,2,1,2018
"Sun Jan 13, 2019",Rio Ave FC,Vitória Setúbal,1,1,2018
"Fri Jan 18, 2019",Nacional,Braga,0,3,2018
"Fri Jan 18, 2019",Chaves,FC Porto,1,4,2018
"Fri Jan 18, 2019",Vit. Guimarães,Benfica,0,1,2018
"Sat Jan 19, 2019",Belenenses SAD,Tondela,2,2,2018
"Sat Jan 19, 2019",Sporting CP,Moreirense ,2,1,2018
"Sat Jan 19, 2019",Santa Clara,Marítimo,0,1,2018
"Sun Jan 20, 2019",Desportivo Aves,Vitória Setúbal,2,1,2018
"Sun Jan 20, 2019",Boavista,Portimonense,0,2,2018
"Sun Jan 20, 2019",Rio Ave FC,Feirense,0,0,2018
"Mon Jan 28, 2019",Marítimo,Rio Ave FC,0,2,2018
"Mon Jan 28, 2019",Tondela,Desportivo Aves,0,2,2018
"Mon Jan 28, 2019",Moreirense,Nacional,2,1,2018
"Mon Jan 28, 2019",Feirense,Vit. Guimarães,1,2,2018
"Tue Jan 29, 2019",Benfica,Boavista,5,1,2018
"Tue Jan 29, 2019",Portimonense,Chaves,0,1,2018
"Tue Jan 29, 2019",Braga,Santa Clara,1,0,2018
"Wed Jan 30, 2019",Vitória Setúbal,Sporting CP,1,1,2018
"Wed Jan 30, 2019",FC Porto,Belenenses SAD,3,0,2018
"Fri Feb 1, 2019",Rio Ave FC,Tondela,2,2,2018
"Sat Feb 2, 2019",Chaves,Marítimo,1,0,2018
"Sat Feb 2, 2019",Boavista,Feirense,2,0,2018
"Sat Feb 2, 2019",Desportivo Aves,Braga,0,2,2018
"Sun Feb 3, 2019",Santa Clara,Portimonense,2,1,2018
"Sun Feb 3, 2019",Nacional,Vitória Setúbal,0,0,2018
"Sun Feb 3, 2019",Sporting CP,Benfica,2,4,2018
"Sun Feb 3, 2019",Vit. Guimarães,FC Porto,0,0,2018
"Mon Feb 4, 2019",Belenenses SAD,Moreirense ,0,1,2018
"Fri Feb 8, 2019",Moreirense,FC Porto,1,1,2018
"Sat Feb 9, 2019",Marítimo,Desportivo Aves,0,1,2018
"Sat Feb 9, 2019",Portimonense,Rio Ave FC,0,1,2018
"Sat Feb 9, 2019",Tondela,Vit. Guimarães,1,0,2018
"Sun Feb 10, 2019",Boavista,Santa Clara,1,0,2018
"Sun Feb 10, 2019",Braga,Chaves,2,1,2018
"Sun Feb 10, 2019",Benfica,Nacional,10,0,2018
"Sun Feb 10, 2019",Feirense,Sporting CP,1,3,2018
"Mon Feb 11, 2019",Vitória Setúbal,Belenenses SAD,0,0,2018
"Fri Feb 15, 2019",Rio Ave FC,Santa Clara,1,2,2018
"Sat Feb 16, 2019",Nacional,Feirense,4,0,2018
"Sat Feb 16, 2019",Vit. Guimarães,Portimonense,2,0,2018
"Sat Feb 16, 2019",FC Porto,Vitória Setúbal,2,0,2018
"Sun Feb 17, 2019",Belenenses SAD,Marítimo,0,1,2018
"Sun Feb 17, 2019",Moreirense,Tondela,2,0,2018
"Sun Feb 17, 2019",Chaves,Boavista,1,1,2018
"Sun Feb 17, 2019",Sporting CP,Braga,3,0,2018
"Mon Feb 18, 2019",Desportivo Aves,Benfica,0,3,2018
"Fri Feb 22, 2019",Braga,Belenenses SAD,0,2,2018
"Fri Feb 22, 2019",Tondela,FC Porto,0,3,2018
"Sat Feb 23, 2019",Feirense,Moreirense ,1,3,2018
"Sat Feb 23, 2019",Portimonense,Desportivo Aves,1,1,2018
"Sat Feb 23, 2019",Vitória Setúbal,Vit. Guimarães,1,1,2018
"Sun Feb 24, 2019",Santa Clara,Nacional,2,0,2018
"Sun Feb 24, 2019",Boavista,Rio Ave FC,1,0,2018
"Mon Feb 25, 2019",Marítimo,Sporting CP,0,0,2018
"Mon Feb 25, 2019",Benfica,Chaves,4,0,2018
"Fri Mar 1, 2019",Desportivo Aves,Boavista,2,0,2018
"Sat Mar 2, 2019",Nacional,Tondela,3,2,2018
"Sat Mar 2, 2019",Moreirense,Vitória Setúbal,1,1,2018
"Sat Mar 2, 2019",FC Porto,Benfica,1,2,2018
"Sun Mar 3, 2019",Chaves,Santa Clara,0,0,2018
"Sun Mar 3, 2019",Belenenses SAD,Feirense,4,0,2018
"Sun Mar 3, 2019",Rio Ave FC,Braga,1,2,2018
"Sun Mar 3, 2019",Sporting CP,Portimonense,3,1,2018
"Mon Mar 4, 2019",Vit. Guimarães,Marítimo,1,0,2018
"Fri Mar 8, 2019",Chaves,Rio Ave FC,1,1,2018
"Sat Mar 9, 2019",Marítimo,Moreirense ,3,2,2018
"Sat Mar 9, 2019",Braga,Vit. Guimarães,1,0,2018
"Sat Mar 9, 2019",Boavista,Sporting CP,1,2,2018
"Sun Mar 10, 2019",Santa Clara,Desportivo Aves,0,0,2018
"Sun Mar 10, 2019",Portimonense,Nacional,5,1,2018
"Sun Mar 10, 2019",Vitória Setúbal,Tondela,0,0,2018
"Sun Mar 10, 2019",Feirense,FC Porto,1,2,2018
"Mon Mar 11, 2019",Benfica,Belenenses SAD,2,2,2018
"Fri Mar 15, 2019",Sporting CP,Santa Clara,1,0,2018
"Sat Mar 16, 2019",Belenenses SAD,Portimonense,2,2,2018
"Sat Mar 16, 2019",Vitória Setúbal,Braga,0,1,2018
"Sat Mar 16, 2019",Vit. Guimarães,Boavista,3,1,2018
"Sat Mar 16, 2019",FC Porto,Marítimo,3,0,2018
"Sun Mar 17, 2019",Desportivo Aves,Chaves,0,1,2018
"Sun Mar 17, 2019",Nacional,Rio Ave FC,0,1,2018
"Sun Mar 17, 2019",Moreirense,Benfica,0,4,2018
"Sun Mar 17, 2019",Tondela,Feirense,1,1,2018
"Fri Mar 29, 2019",Portimonense,Moreirense ,0,2,2018
"Sat Mar 30, 2019",Braga,FC Porto,2,3,2018
"Sat Mar 30, 2019",Chaves,Sporting CP,1,3,2018
"Sat Mar 30, 2019",Santa Clara,Vit. Guimarães,1,0,2018
"Sat Mar 30, 2019",Benfica,Tondela,1,0,2018
"Sun Mar 31, 2019",Marítimo,Nacional,3,2,2018
"Sun Mar 31, 2019",Rio Ave FC,Desportivo Aves,0,2,2018
"Sun Mar 31, 2019",Boavista,Belenenses SAD,2,0,2018
"Mon Apr 1, 2019",Feirense,Vitória Setúbal,0,1,2018
"Fri Apr 5, 2019",FC Porto,Boavista,2,0,2018
"Sat Apr 6, 2019",Nacional,Desportivo Aves,0,0,2018
"Sat Apr 6, 2019",Belenenses SAD,Santa Clara,1,1,2018
"Sat Apr 6, 2019",Vit. Guimarães,Chaves,4,0,2018
"Sat Apr 6, 2019",Moreirense,Braga,1,0,2018
"Sun Apr 7, 2019",Vitória Setúbal,Marítimo,1,0,2018
"Sun Apr 7, 2019",Feirense,Benfica,1,4,2018
"Sun Apr 7, 2019",Sporting CP,Rio Ave FC,3,0,2018
"Mon Apr 8, 2019",Tondela,Portimonense,3,2,2018
"Fri Apr 12, 2019",Chaves,Belenenses SAD,2,2,2018
"Sat Apr 13, 2019",Santa Clara,Moreirense ,1,1,2018
"Sat Apr 13, 2019",Portimonense,FC Porto,0,3,2018
"Sat Apr 13, 2019",Desportivo Aves,Sporting CP,1,3,2018
"Sun Apr 14, 2019",Marítimo,Feirense,2,0,2018
"Sun Apr 14, 2019",Rio Ave FC,Vit. Guimarães,2,1,2018
"Sun Apr 14, 2019",Braga,Tondela,3,0,2018
"Sun Apr 14, 2019",Boavista,Nacional,1,0,2018
"Sun Apr 14, 2019",Benfica,Vitória Setúbal,4,2,2018
"Fri Apr 19, 2019",Tondela,Boavista,1,0,2018
"Fri Apr 19, 2019",Vitória Setúbal,Portimonense,1,1,2018
"Fri Apr 19, 2019",Nacional,Sporting CP,0,1,2018
"Fri Apr 19, 2019",Vit. Guimarães,Desportivo Aves,0,2,2018
"Sat Apr 20, 2019",Moreirense,Chaves,0,1,2018
