date,home,away,goals_home,goals_away,season
"Sun Nov 4, 2012",Vitória Setúbal,Sporting CP,2,1,2012
"Fri Nov 9, 2012",Gil Vicente,Paços Ferreira,0,1,2012
"Sat Nov 10, 2012",Vit. Guimarães,Nacional,1,3,2012
"Sun Nov 11, 2012",Estoril,Moreirense ,2,0,2012
"Sun Nov 11, 2012",Olhanense,Beira-Mar,1,0,2012
"Sun Nov 11, 2012",FC Porto,Coimbra,2,1,2012
"Sun Nov 11, 2012",Rio Ave FC,Benfica,0,1,2012
"Sun Nov 11, 2012",Sporting CP,Braga,1,0,2012
"Mon Nov 12, 2012",Marítimo,Vitória Setúbal,1,1,2012
"Fri Nov 23, 2012",Beira-Mar,Vit. Guimarães,2,2,2012
"Sat Nov 24, 2012",Benfica,Olhanense,2,0,2012
"Sun Nov 25, 2012",Vitória Setúbal,Rio Ave FC,3,5,2012
"Sun Nov 25, 2012",Nacional,Estoril,1,0,2012
"Sun Nov 25, 2012",Coimbra,Gil Vicente,2,2,2012
"Sun Nov 25, 2012",Braga,FC Porto,0,2,2012
"Mon Nov 26, 2012",Moreirense,Sporting CP,2,2,2012
"Tue Nov 27, 2012",Paços Ferreira,Marítimo,2,2,2012
"Fri Dec 7, 2012",Estoril,Vitória Setúbal,3,0,2012
"Sat Dec 8, 2012",FC Porto,Moreirense ,1,0,2012
"Sun Dec 9, 2012",Gil Vicente,Beira-Mar,1,2,2012
"Sun Dec 9, 2012",Marítimo,Nacional,2,0,2012
"Sun Dec 9, 2012",Rio Ave FC,Paços Ferreira,0,0,2012
"Sun Dec 9, 2012",Vit. Guimarães,Olhanense,2,0,2012
"Mon Dec 10, 2012",Coimbra,Braga,1,4,2012
"Mon Dec 10, 2012",Sporting CP,Benfica,1,3,2012
"Sat Dec 15, 2012",Beira-Mar,Rio Ave FC,3,1,2012
"Sat Dec 15, 2012",Olhanense,Gil Vicente,2,2,2012
"Sat Dec 15, 2012",Nacional,Sporting CP,1,1,2012
"Sat Dec 15, 2012",Benfica,Marítimo,4,1,2012
"Sun Dec 16, 2012",Moreirense,Coimbra,2,2,2012
"Sun Dec 16, 2012",Braga,Estoril,3,0,2012
"Sun Dec 16, 2012",Paços Ferreira,Vit. Guimarães,2,1,2012
"Wed Jan 23, 2013",Vitória Setúbal,FC Porto,0,3,2012
"Sat Jan 5, 2013",Rio Ave FC,Olhanense,0,1,2012
"Sat Jan 5, 2013",Gil Vicente,Vit. Guimarães,0,0,2012
"Sat Jan 5, 2013",Sporting CP,Paços Ferreira,0,1,2012
"Sat Jan 5, 2013",Coimbra,Vitória Setúbal,4,2,2012
"Sat Jan 5, 2013",FC Porto,Nacional,1,0,2012
"Sun Jan 6, 2013",Marítimo,Beira-Mar,1,1,2012
"Sun Jan 6, 2013",Braga,Moreirense ,1,0,2012
"Sun Jan 6, 2013",Estoril,Benfica,1,3,2012
"Sat Jan 12, 2013",Vit. Guimarães,Marítimo,1,1,2012
"Sat Jan 12, 2013",Nacional,Braga,3,2,2012
"Sun Jan 13, 2013",Paços Ferreira,Coimbra,1,0,2012
"Sun Jan 13, 2013",Vitória Setúbal,Moreirense ,5,0,2012
"Sun Jan 13, 2013",Gil Vicente,Rio Ave FC,0,1,2012
"Sun Jan 13, 2013",Olhanense,Sporting CP,0,2,2012
"Sun Jan 13, 2013",Benfica,FC Porto,2,2,2012
"Mon Jan 14, 2013",Beira-Mar,Estoril,0,1,2012
"Fri Jan 18, 2013",Sporting CP,Beira-Mar,1,0,2012
"Sat Jan 19, 2013",FC Porto,Paços Ferreira,2,0,2012
"Sun Jan 20, 2013",Estoril,Gil Vicente,1,2,2012
"Sun Jan 20, 2013",Marítimo,Olhanense,1,0,2012
"Sun Jan 20, 2013",Braga,Vitória Setúbal,4,1,2012
"Sun Jan 20, 2013",Rio Ave FC,Vit. Guimarães,1,3,2012
"Mon Jan 21, 2013",Coimbra,Nacional,2,1,2012
"Mon Jan 21, 2013",Moreirense,Benfica,0,2,2012
"Fri Jan 25, 2013",Coimbra,Beira-Mar,3,1,2012
"Sat Jan 26, 2013",Braga,Benfica,1,2,2012
"Sun Jan 27, 2013",Vitória Setúbal,Nacional,0,2,2012
"Sun Jan 27, 2013",Marítimo,Rio Ave FC,1,1,2012
"Sun Jan 27, 2013",Moreirense,Paços Ferreira,0,5,2012
"Sun Jan 27, 2013",Sporting CP,Vit. Guimarães,1,1,2012
"Sun Jan 27, 2013",Estoril,Olhanense,3,3,2012
"Mon Jan 28, 2013",FC Porto,Gil Vicente,5,0,2012
"Sat Feb 2, 2013",Rio Ave FC,Sporting CP,2,1,2012
"Sat Feb 2, 2013",Vit. Guimarães,FC Porto,0,4,2012
"Sun Feb 3, 2013",Gil Vicente,Marítimo,4,2,2012
"Sun Feb 3, 2013",Nacional,Moreirense ,1,2,2012
"Sun Feb 3, 2013",Olhanense,Coimbra,0,0,2012
"Sun Feb 3, 2013",Beira-Mar,Braga,3,3,2012
"Sun Feb 3, 2013",Benfica,Vitória Setúbal,3,0,2012
"Mon Feb 4, 2013",Paços Ferreira,Estoril,1,0,2012
"Sat Feb 9, 2013",Estoril,Vit. Guimarães,2,0,2012
"Sun Feb 10, 2013",Sporting CP,Marítimo,0,1,2012
"Sun Feb 10, 2013",Coimbra,Rio Ave FC,1,2,2012
"Sun Feb 10, 2013",Vitória Setúbal,Gil Vicente,1,0,2012
"Sun Feb 10, 2013",Moreirense,Beira-Mar,3,0,2012
"Sun Feb 10, 2013",Nacional,Benfica,2,2,2012
"Sun Feb 10, 2013",FC Porto,Olhanense,1,1,2012
"Mon Feb 11, 2013",Braga,Paços Ferreira,2,3,2012
"Fri Feb 15, 2013",Beira-Mar,FC Porto,0,2,2012
"Sat Feb 16, 2013",Gil Vicente,Sporting CP,2,3,2012
"Sun Feb 17, 2013",Marítimo,Estoril,2,1,2012
"Sun Feb 17, 2013",Olhanense,Vitória Setúbal,0,1,2012
"Sun Feb 17, 2013",Paços Ferreira,Nacional,1,1,2012
"Sun Feb 17, 2013",Vit. Guimarães,Moreirense ,1,0,2012
"Sun Feb 17, 2013",Benfica,Coimbra,1,0,2012
"Mon Feb 18, 2013",Rio Ave FC,Braga,1,1,2012
"Fri Feb 22, 2013",Estoril,Sporting CP,3,1,2012
"Sat Feb 23, 2013",Vitória Setúbal,Beira-Mar,1,0,2012
"Sat Feb 23, 2013",Braga,Vit. Guimarães,3,2,2012
"Sat Feb 23, 2013",FC Porto,Rio Ave FC,2,1,2012
"Sun Feb 24, 2013",Moreirense,Gil Vicente,0,0,2012
"Sun Feb 24, 2013",Nacional,Olhanense,3,1,2012
"Sun Feb 24, 2013",Benfica,Paços Ferreira,3,0,2012
"Mon Feb 25, 2013",Coimbra,Marítimo,2,3,2012
"Sat Mar 2, 2013",Paços Ferreira,Vitória Setúbal,2,0,2012
"Sat Mar 2, 2013",Sporting CP,FC Porto,0,0,2012
"Sun Mar 3, 2013",Gil Vicente,Nacional,1,2,2012
"Sun Mar 3, 2013",Marítimo,Moreirense ,1,1,2012
"Sun Mar 3, 2013",Rio Ave FC,Estoril,0,2,2012
"Sun Mar 3, 2013",Beira-Mar,Benfica,0,1,2012
"Mon Mar 4, 2013",Vit. Guimarães,Coimbra,2,0,2012
"Mon Mar 4, 2013",Olhanense,Braga,0,1,2012
"Fri Mar 8, 2013",FC Porto,Estoril,2,0,2012
"Sat Mar 9, 2013",Braga,Marítimo,2,0,2012
"Sat Mar 9, 2013",Coimbra,Sporting CP,1,1,2012
"Sun Mar 10, 2013",Nacional,Rio Ave FC,1,1,2012
"Sun Mar 10, 2013",Moreirense,Olhanense,1,1,2012
"Sun Mar 10, 2013",Paços Ferreira,Beira-Mar,1,1,2012
"Sun Mar 10, 2013",Benfica,Gil Vicente,5,0,2012
"Mon Mar 11, 2013",Vitória Setúbal,Vit. Guimarães,2,3,2012
"Fri Mar 15, 2013",Gil Vicente,Braga,1,3,2012
"Sat Mar 16, 2013",Olhanense,Paços Ferreira,1,2,2012
"Sat Mar 16, 2013",Sporting CP,Vitória Setúbal,2,1,2012
"Sun Mar 17, 2013",Beira-Mar,Nacional,2,2,2012
"Sun Mar 17, 2013",Rio Ave FC,Moreirense ,0,1,2012
"Sun Mar 17, 2013",Estoril,Coimbra,2,0,2012
"Sun Mar 17, 2013",Marítimo,FC Porto,1,1,2012
"Sun Mar 17, 2013",Vit. Guimarães,Benfica,0,4,2012
"Fri Mar 29, 2013",Paços Ferreira,Gil Vicente,3,2,2012
"Sat Mar 30, 2013",Vitória Setúbal,Marítimo,2,4,2012
"Sat Mar 30, 2013",Moreirense,Estoril,1,1,2012
"Sat Mar 30, 2013",Beira-Mar,Olhanense,0,1,2012
"Sat Mar 30, 2013",Coimbra,FC Porto,0,3,2012
"Sat Mar 30, 2013",Benfica,Rio Ave FC,6,1,2012
"Mon Apr 1, 2013",Nacional,Vit. Guimarães,2,1,2012
"Mon Apr 1, 2013",Braga,Sporting CP,2,3,2012
"Fri Apr 5, 2013",Marítimo,Paços Ferreira,1,1,2012
"Sat Apr 6, 2013",Sporting CP,Moreirense ,3,2,2012
"Sun Apr 7, 2013",Gil Vicente,Coimbra,2,1,2012
"Sun Apr 7, 2013",Estoril,Nacional,4,0,2012
"Sun Apr 7, 2013",Rio Ave FC,Vitória Setúbal,2,1,2012
"Sun Apr 7, 2013",Vit. Guimarães,Beira-Mar,2,1,2012
"Sun Apr 7, 2013",Olhanense,Benfica,0,2,2012
"Mon Apr 8, 2013",FC Porto,Braga,3,1,2012
"Fri Apr 19, 2013",Braga,Coimbra,1,0,2012
"Sat Apr 20, 2013",Paços Ferreira,Rio Ave FC,2,1,2012
"Sat Apr 20, 2013",Moreirense,FC Porto,0,3,2012
"Sun Apr 21, 2013",Nacional,Marítimo,2,1,2012
"Sun Apr 21, 2013",Beira-Mar,Gil Vicente,1,0,2012
"Sun Apr 21, 2013",Vitória Setúbal,Estoril,1,0,2012
"Sun Apr 21, 2013",Benfica,Sporting CP,2,0,2012
"Mon Apr 22, 2013",Olhanense,Vit. Guimarães,1,2,2012
"Fri Apr 26, 2013",Estoril,Braga,2,1,2012
"Sat Apr 27, 2013",FC Porto,Vitória Setúbal,2,0,2012
"Sun Apr 28, 2013",Rio Ave FC,Beira-Mar,2,1,2012
"Sun Apr 28, 2013",Vit. Guimarães,Paços Ferreira,2,2,2012
"Sun Apr 28, 2013",Gil Vicente,Olhanense,2,0,2012
"Sun Apr 28, 2013",Sporting CP,Nacional,2,1,2012
"Sun Apr 28, 2013",Coimbra,Moreirense ,1,0,2012
"Mon Apr 29, 2013",Marítimo,Benfica,1,2,2012
"Fri May 3, 2013",Moreirense,Braga,2,3,2012
"Sat May 4, 2013",Nacional,FC Porto,1,3,2012
"Sun May 5, 2013",Olhanense,Rio Ave FC,1,0,2012
"Sun May 5, 2013",Beira-Mar,Marítimo,4,2,2012
"Sun May 5, 2013",Vitória Setúbal,Coimbra,0,1,2012
"Sun May 5, 2013",Vit. Guimarães,Gil Vicente,3,1,2012
"Sun May 5, 2013",Paços Ferreira,Sporting CP,1,0,2012
"Mon May 6, 2013",Benfica,Estoril,1,1,2012
"Sat May 11, 2013",Rio Ave FC,Gil Vicente,2,1,2012
"Sat May 11, 2013",Coimbra,Paços Ferreira,1,1,2012
"Sat May 11, 2013",Braga,Nacional,1,3,2012
"Sat May 11, 2013",Moreirense,Vitória Setúbal,2,1,2012
"Sat May 11, 2013",Sporting CP,Olhanense,1,0,2012
"Sat May 11, 2013",Estoril,Beira-Mar,2,1,2012
"Sat May 11, 2013",Marítimo,Vit. Guimarães,1,0,2012
"Sat May 11, 2013",FC Porto,Benfica,2,1,2012
"Sun May 19, 2013",Vit. Guimarães,Rio Ave FC,0,1,2012
"Sun May 19, 2013",Olhanense,Marítimo,0,0,2012
"Sun May 19, 2013",Benfica,Moreirense ,3,1,2012
"Sun May 19, 2013",Vitória Setúbal,Braga,0,1,2012
"Sun May 19, 2013",Nacional,Coimbra,2,1,2012
"Sun May 19, 2013",Paços Ferreira,FC Porto,0,2,2012
"Sun May 19, 2013",Gil Vicente,Estoril,1,3,2012
"Sun May 19, 2013",Beira-Mar,Sporting CP,1,4,2012
"Fri Aug 16, 2013",Paços Ferreira,Braga,0,2,2013
"Sat Aug 17, 2013",Estoril,Nacional,3,1,2013
"Sat Aug 17, 2013",Vit. Guimarães,Olhanense,2,0,2013
"Sun Aug 18, 2013",Sporting CP,Arouca,5,1,2013
"Sun Aug 18, 2013",Belenenses SAD,Rio Ave FC,0,3,2013
"Sun Aug 18, 2013",Gil Vicente,Coimbra,2,0,2013
"Sun Aug 18, 2013",Marítimo,Benfica,2,1,2013
"Sun Aug 18, 2013",Vitória Setúbal,FC Porto,1,3,2013
"Sat Aug 24, 2013",Olhanense,Paços Ferreira,1,0,2013
"Sat Aug 24, 2013",Coimbra,Sporting CP,0,4,2013
"Sun Aug 25, 2013",Rio Ave FC,Vitória Setúbal,2,0,2013
"Sun Aug 25, 2013",Nacional,Vit. Guimarães,1,1,2013
"Sun Aug 25, 2013",Benfica,Gil Vicente,2,1,2013
"Sun Aug 25, 2013",Arouca,Estoril,1,2,2013
"Sun Aug 25, 2013",FC Porto,Marítimo,3,0,2013
"Mon Aug 26, 2013",Braga,Belenenses SAD,2,1,2013
"Sat Aug 31, 2013",Vit. Guimarães,Vitória Setúbal,1,4,2013
"Sat Aug 31, 2013",Sporting CP,Benfica,1,1,2013
"Sun Sep 1, 2013",Marítimo,Olhanense,1,1,2013
"Sun Sep 1, 2013",Belenenses SAD,Nacional,2,3,2013
"Sun Sep 1, 2013",Arouca,Rio Ave FC,1,0,2013
"Sun Sep 1, 2013",Paços Ferreira,FC Porto,0,1,2013
"Sun Sep 1, 2013",Gil Vicente,Braga,1,0,2013
"Mon Sep 2, 2013",Estoril,Coimbra,1,1,2013
"Sat Sep 14, 2013",Rio Ave FC,Vit. Guimarães,0,1,2013
"Sat Sep 14, 2013",Benfica,Paços Ferreira,3,1,2013
"Sat Sep 14, 2013",FC Porto,Gil Vicente,2,0,2013
"Sun Sep 15, 2013",Coimbra,Belenenses SAD,2,1,2013
"Sun Sep 15, 2013",Nacional,Arouca,0,1,2013
"Sun Sep 15, 2013",Vitória Setúbal,Marítimo,2,4,2013
"Sun Sep 15, 2013",Olhanense,Sporting CP,0,2,2013
"Sun Sep 15, 2013",Braga,Estoril,3,2,2013
"Fri Sep 20, 2013",Arouca,Braga,0,1,2013
"Sat Sep 21, 2013",Gil Vicente,Olhanense,1,1,2013
"Sat Sep 21, 2013",Belenenses SAD,Marítimo,1,0,2013
"Sat Sep 21, 2013",Sporting CP,Rio Ave FC,1,1,2013
"Sun Sep 22, 2013",Nacional,Coimbra,1,0,2013
"Sun Sep 22, 2013",Vit. Guimarães,Benfica,0,1,2013
"Sun Sep 22, 2013",Estoril,FC Porto,2,2,2013
"Mon Sep 23, 2013",Paços Ferreira,Vitória Setúbal,1,1,2013
"Fri Sep 27, 2013",FC Porto,Vit. Guimarães,1,0,2013
"Sat Sep 28, 2013",Coimbra,Arouca,0,0,2013
"Sat Sep 28, 2013",Rio Ave FC,Nacional,0,3,2013
"Sat Sep 28, 2013",Marítimo,Paços Ferreira,3,4,2013
"Sat Sep 28, 2013",Olhanense,Estoril,1,2,2013
"Sat Sep 28, 2013",Benfica,Belenenses SAD,1,1,2013
"Sat Sep 28, 2013",Braga,Sporting CP,1,2,2013
"Mon Sep 30, 2013",Vitória Setúbal,Gil Vicente,2,2,2013
"Fri Oct 4, 2013",Coimbra,Rio Ave FC,0,1,2013
"Sat Oct 5, 2013",Belenenses SAD,Olhanense,2,0,2013
"Sat Oct 5, 2013",Sporting CP,Vitória Setúbal,4,0,2013
"Sun Oct 6, 2013",Gil Vicente,Paços Ferreira,2,1,2013
"Sun Oct 6, 2013",Nacional,Braga,3,0,2013
"Sun Oct 6, 2013",Arouca,FC Porto,1,3,2013
"Sun Oct 6, 2013",Estoril,Benfica,1,2,2013
"Mon Oct 7, 2013",Vit. Guimarães,Marítimo,1,0,2013
"Fri Oct 25, 2013",Braga,Coimbra,0,1,2013
"Sat Oct 26, 2013",Olhanense,Arouca,1,0,2013
"Sat Oct 26, 2013",Rio Ave FC,Gil Vicente,0,1,2013
"Sat Oct 26, 2013",Vitória Setúbal,Belenenses SAD,0,0,2013
"Sun Oct 27, 2013",Benfica,Nacional,2,0,2013
"Sun Oct 27, 2013",FC Porto,Sporting CP,3,1,2013
"Sun Oct 27, 2013",Marítimo,Estoril,1,3,2013
"Mon Oct 28, 2013",Paços Ferreira,Vit. Guimarães,1,3,2013
"Fri Nov 1, 2013",Coimbra,Benfica,0,3,2013
"Sat Nov 2, 2013",Belenenses SAD,FC Porto,1,1,2013
"Sat Nov 2, 2013",Sporting CP,Marítimo,3,2,2013
"Sun Nov 3, 2013",Estoril,Vitória Setúbal,0,2,2013
"Sun Nov 3, 2013",Arouca,Paços Ferreira,0,0,2013
"Sun Nov 3, 2013",Nacional,Olhanense,0,0,2013
"Sun Nov 3, 2013",Gil Vicente,Vit. Guimarães,1,0,2013
"Sun Nov 3, 2013",Braga,Rio Ave FC,0,1,2013
"Sat Nov 23, 2013",Benfica,Braga,1,0,2013
"Sat Nov 23, 2013",FC Porto,Nacional,1,1,2013
"Sun Nov 24, 2013",Rio Ave FC,Estoril,0,2,2013
"Sun Nov 24, 2013",Vitória Setúbal,Arouca,1,0,2013
"Sun Nov 24, 2013",Marítimo,Gil Vicente,3,2,2013
"Sun Nov 24, 2013",Paços Ferreira,Belenenses SAD,1,0,2013
"Sun Nov 24, 2013",Vit. Guimarães,Sporting CP,0,1,2013
"Mon Nov 25, 2013",Olhanense,Coimbra,0,1,2013
"Fri Nov 29, 2013",Braga,Olhanense,4,1,2013
"Sat Nov 30, 2013",Coimbra,FC Porto,1,0,2013
"Sun Dec 1, 2013",Arouca,Marítimo,1,2,2013
"Sun Dec 1, 2013",Nacional,Vitória Setúbal,2,2,2013
"Sun Dec 1, 2013",Belenenses SAD,Gil Vicente,0,0,2013
"Sun Dec 1, 2013",Rio Ave FC,Benfica,1,3,2013
"Sun Dec 1, 2013",Sporting CP,Paços Ferreira,4,0,2013
"Mon Dec 2, 2013",Estoril,Vit. Guimarães,0,2,2013
"Fri Dec 6, 2013",Benfica,Arouca,2,2,2013
"Sat Dec 7, 2013",Paços Ferreira,Estoril,0,3,2013
"Sat Dec 7, 2013",Vit. Guimarães,Belenenses SAD,0,0,2013
"Sat Dec 7, 2013",FC Porto,Braga,2,0,2013
"Sun Dec 8, 2013",Olhanense,Rio Ave FC,0,1,2013
"Sun Dec 8, 2013",Marítimo,Nacional,2,2,2013
"Sun Dec 8, 2013",Gil Vicente,Sporting CP,0,2,2013
"Mon Dec 9, 2013",Vitória Setúbal,Coimbra,1,0,2013
"Fri Dec 13, 2013",Coimbra,Marítimo,1,1,2013
"Sat Dec 14, 2013",Braga,Vitória Setúbal,2,0,2013
"Sat Dec 14, 2013",Sporting CP,Belenenses SAD,3,0,2013
"Sun Dec 15, 2013",Arouca,Vit. Guimarães,0,2,2013
"Sun Dec 15, 2013",Olhanense,Benfica,2,3,2013
"Sun Dec 15, 2013",Rio Ave FC,FC Porto,1,3,2013
"Mon Dec 16, 2013",Nacional,Paços Ferreira,2,1,2013
"Mon Dec 16, 2013",Estoril,Gil Vicente,2,0,2013
"Thu Dec 19, 2013",Marítimo,Braga,2,2,2013
"Fri Dec 20, 2013",FC Porto,Olhanense,4,0,2013
"Fri Dec 20, 2013",Vitória Setúbal,Benfica,0,2,2013
"Sat Dec 21, 2013",Paços Ferreira,Rio Ave FC,0,0,2013
"Sat Dec 21, 2013",Vit. Guimarães,Coimbra,3,0,2013
"Sat Dec 21, 2013",Sporting CP,Nacional,0,0,2013
"Sun Dec 22, 2013",Gil Vicente,Arouca,0,3,2013
"Sun Dec 22, 2013",Belenenses SAD,Estoril,0,0,2013
"Fri Jan 10, 2014",Braga,Vit. Guimarães,3,0,2013
"Sat Jan 11, 2014",Rio Ave FC,Marítimo,1,1,2013
"Sat Jan 11, 2014",Estoril,Sporting CP,0,0,2013
"Sun Jan 12, 2014",Arouca,Belenenses SAD,2,0,2013
"Sun Jan 12, 2014",Olhanense,Vitória Setúbal,2,1,2013
"Sun Jan 12, 2014",Coimbra,Paços Ferreira,4,2,2013
"Sun Jan 12, 2014",Benfica,FC Porto,2,0,2013
"Sun Jan 12, 2014",Nacional,Gil Vicente,2,0,2013
"Fri Jan 17, 2014",Olhanense,Vit. Guimarães,0,1,2013
"Sat Jan 18, 2014",Arouca,Sporting CP,1,2,2013
"Sun Jan 19, 2014",Coimbra,Gil Vicente,1,0,2013
"Sun Jan 19, 2014",Rio Ave FC,Belenenses SAD,1,0,2013
"Sun Jan 19, 2014",Benfica,Marítimo,2,0,2013
"Sun Jan 19, 2014",Braga,Paços Ferreira,1,1,2013
"Sun Jan 19, 2014",FC Porto,Vitória Setúbal,3,0,2013
"Mon Jan 20, 2014",Nacional,Estoril,2,2,2013
"Fri Jan 31, 2014",Estoril,Arouca,1,1,2013
"Sat Feb 1, 2014",Marítimo,FC Porto,1,0,2013
"Sat Feb 1, 2014",Vitória Setúbal,Rio Ave FC,2,0,2013
"Sat Feb 1, 2014",Gil Vicente,Benfica,1,1,2013
"Sun Feb 2, 2014",Belenenses SAD,Braga,2,1,2013
"Sun Feb 2, 2014",Sporting CP,Coimbra,0,0,2013
"Mon Feb 3, 2014",Vit. Guimarães,Nacional,1,2,2013
"Wed Feb 5, 2014",Paços Ferreira,Olhanense,3,1,2013
"Sat Feb 8, 2014",Nacional,Belenenses SAD,2,0,2013
"Sat Feb 8, 2014",Vitória Setúbal,Vit. Guimarães,3,2,2013
"Sun Feb 9, 2014",Olhanense,Marítimo,1,1,2013
"Sun Feb 9, 2014",Rio Ave FC,Arouca,1,1,2013
"Sun Feb 9, 2014",FC Porto,Paços Ferreira,3,0,2013
"Sun Feb 9, 2014",Braga,Gil Vicente,4,1,2013
"Mon Feb 10, 2014",Coimbra,Estoril,0,1,2013
"Tue Feb 11, 2014",Benfica,Sporting CP,2,0,2013
"Sat Feb 15, 2014",Belenenses SAD,Coimbra,0,0,2013
"Sat Feb 15, 2014",Sporting CP,Olhanense,1,0,2013
"Sun Feb 16, 2014",Marítimo,Vitória Setúbal,1,0,2013
"Sun Feb 16, 2014",Vit. Guimarães,Rio Ave FC,1,0,2013
"Sun Feb 16, 2014",Arouca,Nacional,1,1,2013
"Sun Feb 16, 2014",Paços Ferreira,Benfica,0,2,2013
"Sun Feb 16, 2014",Gil Vicente,FC Porto,1,2,2013
"Mon Feb 17, 2014",Estoril,Braga,2,1,2013
"Fri Feb 21, 2014",Coimbra,Nacional,0,0,2013
"Sat Feb 22, 2014",Braga,Arouca,2,2,2013
"Sat Feb 22, 2014",Rio Ave FC,Sporting CP,1,2,2013
"Sun Feb 23, 2014",Olhanense,Gil Vicente,2,1,2013
"Sun Feb 23, 2014",Vitória Setúbal,Paços Ferreira,4,0,2013
"Sun Feb 23, 2014",Marítimo,Belenenses SAD,2,0,2013
"Sun Feb 23, 2014",FC Porto,Estoril,0,1,2013
"Mon Feb 24, 2014",Benfica,Vit. Guimarães,1,0,2013
"Sat Mar 1, 2014",Estoril,Olhanense,4,0,2013
"Sat Mar 1, 2014",Sporting CP,Braga,2,1,2013
"Sun Mar 2, 2014",Gil Vicente,Vitória Setúbal,1,0,2013
"Sun Mar 2, 2014",Nacional,Rio Ave FC,1,1,2013
"Sun Mar 2, 2014",Paços Ferreira,Marítimo,3,1,2013
"Sun Mar 2, 2014",Belenenses SAD,Benfica,0,1,2013
"Sun Mar 2, 2014",Vit. Guimarães,FC Porto,2,2,2013
"Mon Mar 3, 2014",Arouca,Coimbra,0,3,2013
"Fri Mar 7, 2014",Rio Ave FC,Coimbra,0,0,2013
"Sat Mar 8, 2014",Braga,Nacional,2,1,2013
"Sun Mar 9, 2014",Paços Ferreira,Gil Vicente,0,2,2013
"Sun Mar 9, 2014",Olhanense,Belenenses SAD,0,0,2013
"Sun Mar 9, 2014",Benfica,Estoril,2,0,2013
"Sun Mar 9, 2014",Vitória Setúbal,Sporting CP,2,2,2013
"Sun Mar 9, 2014",FC Porto,Arouca,4,1,2013
"Mon Mar 10, 2014",Marítimo,Vit. Guimarães,2,1,2013
"Fri Mar 14, 2014",Coimbra,Braga,1,1,2013
"Sat Mar 15, 2014",Gil Vicente,Rio Ave FC,1,2,2013
"Sat Mar 15, 2014",Estoril,Marítimo,1,0,2013
"Sat Mar 15, 2014",Vit. Guimarães,Paços Ferreira,1,2,2013
"Sun Mar 16, 2014",Belenenses SAD,Vitória Setúbal,1,3,2013
"Sun Mar 16, 2014",Arouca,Olhanense,2,0,2013
"Sun Mar 16, 2014",Sporting CP,FC Porto,1,0,2013
"Mon Mar 17, 2014",Nacional,Benfica,2,4,2013
"Fri Mar 21, 2014",Rio Ave FC,Braga,1,1,2013
"Sat Mar 22, 2014",Vit. Guimarães,Gil Vicente,0,0,2013
"Sat Mar 22, 2014",Marítimo,Sporting CP,1,3,2013
"Sun Mar 23, 2014",Olhanense,Nacional,1,1,2013
"Sun Mar 23, 2014",Paços Ferreira,Arouca,3,1,2013
"Sun Mar 23, 2014",Benfica,Coimbra,3,0,2013
"Sun Mar 23, 2014",FC Porto,Belenenses SAD,1,0,2013
"Mon Mar 24, 2014",Vitória Setúbal,Estoril,1,1,2013
"Fri Mar 28, 2014",Belenenses SAD,Paços Ferreira,1,1,2013
"Sat Mar 29, 2014",Sporting CP,Vit. Guimarães,1,0,2013
"Sun Mar 30, 2014",Arouca,Vitória Setúbal,1,0,2013
"Sun Mar 30, 2014",Estoril,Rio Ave FC,0,1,2013
"Sun Mar 30, 2014",Gil Vicente,Marítimo,1,1,2013
"Sun Mar 30, 2014",Coimbra,Olhanense,2,1,2013
"Sun Mar 30, 2014",Braga,Benfica,0,1,2013
"Sun Mar 30, 2014",Nacional,FC Porto,2,1,2013
"Fri Apr 4, 2014",Vit. Guimarães,Estoril,1,3,2013
"Sat Apr 5, 2014",Olhanense,Braga,0,2,2013
"Sat Apr 5, 2014",Paços Ferreira,Sporting CP,1,3,2013
"Sun Apr 6, 2014",Gil Vicente,Belenenses SAD,0,1,2013
"Sun Apr 6, 2014",Marítimo,Arouca,1,0,2013
"Sun Apr 6, 2014",Vitória Setúbal,Nacional,3,0,2013
"Sun Apr 6, 2014",FC Porto,Coimbra,3,1,2013
"Mon Apr 7, 2014",Benfica,Rio Ave FC,4,0,2013
"Fri Apr 11, 2014",Coimbra,Vitória Setúbal,1,1,2013
"Sat Apr 12, 2014",Nacional,Marítimo,2,0,2013
"Sat Apr 12, 2014",Rio Ave FC,Olhanense,1,2,2013
"Sat Apr 12, 2014",Belenenses SAD,Vit. Guimarães,3,1,2013
"Sat Apr 12, 2014",Sporting CP,Gil Vicente,2,0,2013
"Sun Apr 13, 2014",Arouca,Benfica,0,2,2013
"Sun Apr 13, 2014",Braga,FC Porto,1,3,2013
"Mon Apr 14, 2014",Estoril,Paços Ferreira,1,0,2013
"Thu Apr 17, 2014",Vit. Guimarães,Arouca,2,3,2013
"Sat Apr 19, 2014",Marítimo,Coimbra,3,1,2013
"Sat Apr 19, 2014",Paços Ferreira,Nacional,0,5,2013
"Sat Apr 19, 2014",Gil Vicente,Estoril,0,0,2013
"Sat Apr 19, 2014",Belenenses SAD,Sporting CP,0,1,2013
"Sun Apr 20, 2014",Benfica,Olhanense,2,0,2013
"Mon Apr 21, 2014",Vitória Setúbal,Braga,1,1,2013
"Mon Apr 21, 2014",FC Porto,Rio Ave FC,3,0,2013
"Sat May 3, 2014",Nacional,Sporting CP,1,1,2013
"Sun May 4, 2014",Braga,Marítimo,1,1,2013
